@id,@lat,@lon,name,place,population,addr:district,addr:region
337503446,51.9829349,34.0477792,Руденка,village,86,,
337503602,51.9639590,34.0627710,Марчишина Буда,village,1161,,
337503643,51.9556222,34.1238788,Дем’янівка,hamlet,27,,
337503900,51.9246924,34.1854407,Баранівка,village,77,,
337503934,51.9134900,34.1427610,Веселий Гай,hamlet,7,,
337503993,51.9069710,34.2000890,Муравейня,hamlet,36,,
337504045,51.8966710,34.0263710,Гирине,village,128,,
337504064,51.8932300,34.1039580,Степанівка,hamlet,37,,
337504069,51.8922000,34.1949500,Фотовиж,village,291,,
337504089,51.8894620,34.0538410,Княжичі,village,477,,
337504230,51.8707200,34.1224100,Смикарівка,hamlet,34,,
337504245,51.8695410,34.1410410,Смолине,hamlet,38,,
337504364,51.8551220,34.0981290,Ходуня,hamlet,2,,
337504389,51.8485980,34.3611110,Сопич,village,764,,
337504411,51.8468820,34.2478220,Товстодубове,village,133,,
337504416,51.8464810,34.1333850,Пустогород,village,415,,
337504517,51.8427580,34.0239720,Масензівка,hamlet,45,,
337504567,51.8400190,34.0799290,Орлів Яр,isolated_dwelling,2,,
337504701,51.8228490,34.2488520,Мала Слобідка,hamlet,41,,
337504710,51.8218190,34.0239720,Янівка,village,635,,
337504725,51.8201100,34.4053990,Потапівка,hamlet,41,,
337504754,51.8139310,34.2292790,Вільна Слобода,village,443,,
337504804,51.8126950,34.0340690,Есмань,village,50,,
337504829,51.8022500,34.0064580,Янів Хутір,hamlet,46,,
337504853,51.7988200,34.3278080,Кореньок,village,316,,
337504899,51.7929800,34.1441310,Лужки,village,75,,
337504936,51.7861210,34.2536510,Суходіл,village,455,,
337504997,51.7782480,34.4134410,Бобилівка,hamlet,3,,
337505110,51.7589910,34.3010290,Уланове,village,820,,
337505119,51.7583960,34.4315680,Червона Зоря,hamlet,4,,
337505160,51.7555620,34.1997490,Тополя,hamlet,41,,
337505177,51.7497220,34.0037120,Вознесенське,hamlet,1,,
337505190,51.7480090,34.2584610,Яструбщина,village,307,,
337505305,51.7346190,34.1884190,Кучерівка,village,778,,
337505311,51.7339290,34.3415410,Біла Береза,hamlet,14,,
337505327,51.7311780,34.2103880,Вишеньки,hamlet,44,,
337505365,51.7244467,34.4201651,Сидорівка,hamlet,10,,
337505418,51.7198600,34.0071490,Москаленки,village,86,,
337505445,51.7181400,34.2972600,Комарівка,village,116,,
337505553,51.7040600,34.2406080,Харківка,village,56,,
337505568,51.7033810,34.0188220,Привілля,village,351,,
337505626,51.6923900,34.1259380,Студенок,village,903,,
337505739,51.6782436,34.0590870,Будівельне,village,319,,
337505862,51.6676710,34.0631100,Білокопитове,village,311,,
337506024,51.6559348,34.0266318,Заруцьке,village,129,,
337506072,51.6504670,34.0984460,Катеринівка,village,246,,
337506278,51.6278380,34.0569310,Соснівка,village,658,,
337506336,51.6209790,34.1468810,Старикове,village,280,,
337506370,51.6144600,34.0311810,Сваркове,village,933,,
337506669,51.5828700,34.0092090,Черневе,village,409,,
337507183,51.5373690,34.1752400,Гудове,village,54,,
337507244,51.5390820,34.1642680,Ємадичине,hamlet,25,,
337507262,51.5282780,34.2234380,Ходине,village,394,,
337507392,51.5200390,34.2598300,Вовківка,village,104,,
337507504,51.5068970,34.1715890,Мишутине,village,86,,
337507652,51.4994470,34.0218350,Веселе,village,543,,
337507701,51.4894910,34.2316820,Малушине,village,150,,
337507738,51.4850200,34.0909190,Рев’якине,village,406,,
337507859,51.4716300,34.2062680,Козаче,village,304,,
337507944,51.4606463,34.1620100,Сімейчине,village,80,,
337508206,51.4348980,34.1358910,Уцькове,village,82,,
337508226,51.4300920,34.1036190,Мачулища,village,302,,
337508252,51.4280280,34.0552100,Вощинине,village,63,,
337508327,51.4191020,34.0023380,Руднєве,village,768,,
337508476,51.4077680,34.2024990,Бруски,village,194,,
337508676,51.3933450,34.1493300,Бувалине,hamlet,23,,
337508738,51.3878590,34.0236280,Воронівка,village,117,,
337508916,51.3749282,34.1321250,Нова Слобода,village,1568,,
